component_id,ts,task_id
763510710bab2d74,2017-04-02 23:29:22.8564,ea50d6725cae6495
b6aeb123c6e09a06,2017-04-03 01:16:17.1953,7ecce30f13e0e851
6fb39e181e43e2fe,2017-04-03 01:48:51.6563,8e6c7eba3accb28c
6b442ed0ca871cc3,2017-04-03 02:36:41.4711,e29b35c994a1eb41
6095ceeb63ec70ab,2017-04-03 03:08:48.6196,fc86d4338b09652c
32210204928d4f53,2017-04-03 09:12:01.9682,221f1a2346c35a88
641bbbfdc81e3fd5,2017-04-03 11:17:45.2511,3cc65cd72af5a2dd
7cc89537295c5524,2017-04-03 13:42:04.4489,f655cc8dbf5e06b1
a9fc6c26c96861aa,2017-04-03 13:52:05.9041,667f0ec1ca926b86
0cd78d11a2edee84,2017-04-03 14:17:59.2944,716a209f3bc2fba6
79f2bb7e6eb0256c,2017-04-03 17:07:40.3797,132b7a689e9a9e07
3c84c496099d2909,2017-04-03 17:11:09.5044,a874b920ca313dc8
4cf55db8f78fdb03,2017-04-03 17:30:00.2751,166be2e689094381
69f4d5241aeadc13,2017-04-03 17:32:14.6663,ec8fe3ea424d7807
6c7ad4640ed6a846,2017-04-03 17:51:54.6721,e88e620061bb5b00
714a5776c4e2f0b8,2017-04-03 18:12:44.5962,d835fb054997e7ae
c88c78d4a60fe7c4,2017-04-03 18:34:48.7393,2582e781978a5f63
325864c81929cd9a,2017-04-03 18:43:34.7762,b69e3226ba28e5ed
be98f1488e55b98c,2017-04-03 18:47:47.7615,b11d1d17a7842543
046e9b21b3646c83,2017-04-03 22:04:41.36,eeacee8a3216fe8c
0d261ee2fe7f819a,2017-04-04 00:33:02.1373,054eca3ac34e5fc3
f19ae6821233437f,2017-04-04 02:58:06.7957,935106a53ab6cb00
6008bbd33bc3cbce,2017-04-04 08:44:46.4581,b0bf35e9f308b791
10b0ec6fced557f3,2017-04-04 09:08:21.7882,ae3ad2e507c0b8c3
442288c55485a837,2017-04-04 11:28:46.3188,ef3591638fed13e5
cf1ac635f8293afc,2017-04-04 12:53:46.0459,efb134246eb694c6
c553695e3d54bc7d,2017-04-04 13:02:01.2396,84e7bd0c8063ac2b
c5b11b9ae943f413,2017-04-04 15:52:07.0142,17bed6670cb7adcf
4d5b5dbb79164d43,2017-04-04 15:53:06.1641,ba6c56967f7bb975
f4a9af31c4564199,2017-04-04 17:14:24.7698,d0c8ebb78bd032a1
d31b2dadc692c96b,2017-04-04 17:27:48.1041,26daa2fc7db10cfb
9e25bce230035326,2017-04-04 18:43:31.2825,0fa7ca73573fc17d
f4cef5fc8fb895d0,2017-04-04 20:10:55.7936,ee9cdc244cc473ff
d48abcc82411142e,2017-04-04 20:51:59.5382,c3f0bc48524034a0
5c3beb59b076bd23,2017-04-04 22:09:40.9907,d28a77bf4ea61022
6836bf32899384ee,2017-04-04 23:10:36.1003,ac238ba660d90433
ad9b89497079f556,2017-04-05 00:15:02.9721,5809a1d8580cf3dc
c166b5b27c23d4d4,2017-04-05 01:33:51.7303,53dd4588504bb93a
305c539bac3a0a25,2017-04-05 04:51:49.4674,d1ffc7e875a7f6b6
997739eb84cc833c,2017-04-05 06:25:47.7413,1512cf3acaa34157
53c978e917e28f80,2017-04-05 06:54:47.7402,9fe9aff16a457c8a
ff0a592aedae15cd,2017-04-05 08:49:54.3602,353ca87e93146417
d1cda87d8b783f75,2017-04-05 14:21:39.1041,71d761f6ab3e9229
a808c671f8cb7f85,2017-04-05 15:00:59.2854,e52aa214b7e0f177
b394011379fbd02f,2017-04-05 15:09:36.6043,0dcfdf89b90b035e
c6312a6f7958be31,2017-04-05 15:21:25.1328,1f8dfd92777db36d
732bb46c30c75b1a,2017-04-05 15:48:41.7481,d0ab809a0a91ed1c
4075bb981a2715da,2017-04-05 15:58:00.4361,a71c02869f0ee453
cf1662cd9e8295a1,2017-04-05 16:07:53.5823,c7fd6ef739c0e9ce
8cb12d71a6fe9738,2017-04-05 16:22:00.6962,6611b5cca3bb83ef
07b5563fedb1cdd6,2017-04-05 17:53:47.7945,9cc41ab84438c822
a892ebefb61b9961,2017-04-06 02:01:12.1484,f76d7900b0810451
a84e1346ca9c889b,2017-04-06 03:34:23.5688,c37c899c833308bb
04a26bb30969837d,2017-04-06 05:24:43.4847,d6787cd2fc860daf
a057dc7cc102b6bb,2017-04-06 09:17:20.8599,0fe30975d9e18176
9ad5e2374627160d,2017-04-06 10:31:27.03,000ec16028877513
db598f86cbd9bdfa,2017-04-06 12:53:42.2212,9d1294a9b397e715
1915f99d7973d850,2017-04-06 13:51:15.4476,5d767042aeaf1b89
7bda4f4d9145d671,2017-04-06 15:18:37.0376,d95e65a55e3c56d2
5d317777163e4ffb,2017-04-06 16:35:21.2159,13bda43c56e2f883
82461985aa1b7960,2017-04-06 17:53:56.7286,fde8c99f7e664e2a
1f74a33dd576e6a8,2017-04-06 19:14:16.3548,39d3cf4af964a360
1d4a70678f577b31,2017-04-06 19:19:43.3436,1b3a767c79f08b78
237698d6e2fe62ff,2017-04-06 19:31:40.872,02a4bee5fb6347d1
96eae3b31a81bacc,2017-04-06 20:01:04.8084,3cded84d2502fb8a
8f0f0e37f58e6140,2017-04-06 20:14:57.5734,b66f48ae8b6eca8f
ea4c216aef627160,2017-04-06 20:21:21.6563,5408a64d9fed353d
405795a2244d8755,2017-04-06 20:44:14.098,b95b223604dae42d
ef4323e285795d17,2017-04-07 02:26:26.1196,0dc514e635bb3f98
526128f5329f5df9,2017-04-07 02:38:14.4611,83aa18fa73eac745
1957f1d97fcf32f9,2017-04-07 12:09:21.2421,b89587082a590856
72bed164a2b11f09,2017-04-07 12:16:05.9844,1bd5583d2aeeafb1
82342d55afced968,2017-04-07 13:57:20.8202,50c16208d3d30e3a
a7d5bf77c206e6f1,2017-04-07 14:38:08.2112,dc1340f5ed27499f
784bc161b5a2c371,2017-04-07 14:39:10.8718,5d2b31005c16701c
f8ef3cb44d7ac671,2017-04-07 14:51:59.9692,7cb506df8e1c8ce3
c50ae58155dc9262,2017-04-07 15:29:49.1182,5aa61c249afbaff8
9c372f954282cc39,2017-04-07 15:53:21.0791,dbd4cb5a80b7c659
74185a3a4f26a479,2017-04-07 15:56:40.3959,d9dfa96f9b765936
6ecafc0d38802365,2017-04-07 16:07:30.5585,9aa6d4cda7bbd72e
fa666282a6751655,2017-04-07 16:16:23.2837,8f60a4093e6eb634
0e84323e1a69f8da,2017-04-07 16:27:38.5877,b874ae26e0319ad6
6f42235e470eaaf5,2017-04-07 16:49:38.0163,cb7d2a3f4aa75ec2
8b02f6f82147d718,2017-04-07 16:52:54.8706,6b466280f6cde6a5
af791b92e6eddc46,2017-04-07 17:01:22.3623,5e824ca44cd76b22
eeb35c0849d406e5,2017-04-07 17:43:31.4162,b49d546ae6d4d384
9f63c7af9c3c373f,2017-04-07 17:48:02.7688,236a105eb98266de
ec0850730d567e66,2017-04-07 17:57:23.7707,9d0807e505b4f64c
e840896ee9294fc6,2017-04-07 18:16:04.1902,d86ad69a67f37330
5c164bbd8f036d1d,2017-04-07 18:23:34.6759,abb79d3552385a02
e0a01a171177e3bd,2017-04-07 18:29:35.6216,e80e6a619d9d59f2
322582745d845a4c,2017-04-07 18:59:38.2243,884bb2cb69ae445e
6e4e60343f1f3ece,2017-04-07 19:26:54.2722,54e491033f6f915f
bdeb35ddf59af504,2017-04-07 20:28:03.1884,702c3de3f73f6f0f
3b01d07cb3c5fa78,2017-04-07 20:41:51.8213,0d2853714ad7129b
ec276954139bf252,2017-04-07 21:36:41.7802,25b6eefae7edbc52
59e431c60597f530,2017-04-08 01:58:12.2346,6000a7cac033d9b2
4b50f22d7b38ac8d,2017-04-08 02:05:40.6713,93ba1e3728c0e7ab
8638b493c5c7c5f9,2017-04-08 02:15:35.8896,10f0a0e6a5aba8d2
efde2a664427ed36,2017-04-08 09:21:07.8123,988c2bd7fd38d0f8
fefe6d8f12c450be,2017-04-08 12:00:09.2157,d6b144b7287f69a8
bbbfb2a7d94e0c08,2017-04-08 13:24:04.3723,c51db904d1139c19
8ec2cbc553503a09,2017-04-08 14:42:45.3097,4afacabe71deafd6
9d49df3ef374c829,2017-04-08 15:06:32.6881,0f01787c0181dcb7
e971b47da39a5b2e,2017-04-08 15:54:04.2575,17afcbc0eb0d499e
026119e7bb1e3ab4,2017-04-08 16:24:18.6301,1bfe68091724c87a
33eef7d7b63ebbd3,2017-04-08 19:28:36.5349,2a7e2391718875ae
7dfef880b8407926,2017-04-08 19:53:58.3402,24078824a9fdea75
07297fcc44048a00,2017-04-08 21:16:33.5521,7f1a4aac32220ba2
a261300aea9209d0,2017-04-09 01:43:45.3098,2dc785ddcfe9787a
5d4ce8f27ea54957,2017-04-09 10:18:58.3244,c9f7d3d3f95ea0c1
ac9cced1458495f1,2017-04-09 10:37:38.3116,1fa6ac06097f7885
8bf6adfbf456e814,2017-04-09 11:39:48.3427,314572d6a07ef399
4088ea9906b0054c,2017-04-09 11:46:16.8922,b689118dc201d4ab
b09e083bebdd0867,2017-04-09 12:31:57.441,6833e25ea70398d7
b6d809715940dca9,2017-04-09 12:43:38.0835,a35c0336f69d982a
592e91f1263e649b,2017-04-09 12:54:17.9116,64d7a5ec39801d70
895e55d2c8f4aee2,2017-04-09 14:06:40.3762,4650278cfee944df
b15873c212d1a0e1,2017-04-09 15:09:42.0934,ff0c781097fbfdb3
a224c4a3d662b2a5,2017-04-09 15:18:21.1757,c6e6f5e53bff4f58
0c7f79cef9c53235,2017-04-09 15:22:05.1971,6b18159e07189aec
330e5871151b7e4f,2017-04-09 16:01:58.2245,e79de0ab8895bf71
23e54e4a1cdad687,2017-04-09 16:43:33.1826,62208c4c2ec7390b
43753d463b189538,2017-04-09 16:47:03.0196,9d96fba191baf619
379ff68b2fb5bebf,2017-04-09 19:22:21.6866,08346bef8bb4683b
15f3c112cf2cc73c,2017-04-10 06:23:50.2586,f9f6a31c8eb4fbe5
fceb4cb5ed68e1fa,2017-04-10 11:41:17.2322,68028d01bd5d3199
b4683476052f86dc,2017-04-10 12:46:07.4969,1ed3e158f8216cfb
7ce8786572a129f6,2017-04-10 13:18:23.0482,51f3bb2a73eeee23
38f14cf64bf76ed3,2017-04-10 13:19:20.9638,3359785547cc62a8
c5831291e838c5d8,2017-04-10 14:02:47.579,0f4e7e7f0fd6b3a2
2e8977a46516d9ad,2017-04-10 14:30:47.2237,e0b10b4ceacccc75
4a19e0e5d7ea2d0a,2017-04-10 15:01:29.5388,a4aa41f061edddde
4046371b6e4e8780,2017-04-10 15:29:33.676,56116afe1c380133
482bbcf76d2ae822,2017-04-10 15:33:28.3484,fca8b3ceb79a0ef0
e7ceba762d86265a,2017-04-10 16:31:27.3474,1c75b4fc18912a7c
1ef0d05263d8e220,2017-04-10 16:43:34.6943,f780d8c6091674a7
2d0f896b780b0397,2017-04-10 16:48:03.8163,2da68a618b8ee61d
ed820039677048d5,2017-04-10 17:01:17.5557,1f686cb34f9515f4
967040b9e5b54a46,2017-04-10 17:24:25.3941,5cb233f6cd071f70
5738cc0d2ad2f506,2017-04-10 17:27:02.4714,68c231066f527e0a
2fe842de97801347,2017-04-10 17:37:18.1922,f8cfd57562d08f2b
391ea94b7d01948b,2017-04-10 17:42:14.4651,5184aedf391bda05
4d778143024879ff,2017-04-10 17:51:22.6322,cf1afad1b3bcdd3d
b8c01a80a6330dd2,2017-04-10 18:20:32.8367,d82257613e44e565
f6e7a52ccc45f307,2017-04-10 18:42:53.6602,d57aecaae4f11826
4241c4088ef4a6bd,2017-04-10 18:43:38.5177,7780f298a8c9c1ca
c8664802c27637d0,2017-04-10 19:02:04.662,39f586824410fd9c
f62137ca2d43b41e,2017-04-10 19:41:21.3001,8927988829e1e38e
d71ca2905c07920a,2017-04-10 20:01:56.2184,c820d01fa7921d5d
752957088d87a076,2017-04-10 20:13:03.3364,dfc4039f24622e34
0355ef86ef3c690e,2017-04-10 20:26:20.8274,c7dc78436abb0e50
7c34db1247ad8f64,2017-04-10 21:13:43.2083,bbb876ddf02224cc
78432fd5a93af416,2017-04-11 02:32:33.6444,43ae75eefbc9b365
c0f8b5ad7bdce177,2017-04-11 02:58:01.5787,f51d369130a8a1d6
e87662cd42b55ff2,2017-04-11 06:15:54.7186,b98acf0913244e70
f4ec9ab706b9b53f,2017-04-11 06:45:57.2243,22f72e7dd7d33f89
75e3c56ff87adcbf,2017-04-11 07:28:10.3546,d64c8796500f7633
fa4060310e8cf467,2017-04-11 08:10:03.3523,ff33e923947272f7
edc50b26094c0192,2017-04-11 11:02:32.3988,769b1cfda20858d6
31a42f9160c0fda5,2017-04-11 12:50:36.1375,49316a2af068079e
bd55909b1afbc588,2017-04-11 12:59:26.6391,a59044f3a29681bd
b277779e581d470b,2017-04-11 14:47:23.9653,20fbe00fbdf2db0e
4d3016c8f14ee27e,2017-04-11 14:50:34.6386,29c6fdb8c04eae2d
3a3baf9802b645cc,2017-04-11 15:30:33.5562,481e1cfb3d986fc6
728bd228bb39e6d2,2017-04-11 16:47:23.1691,e867eafff8ce7065
36c1c2e1890ddc67,2017-04-11 17:01:27.133,821c77add4e07cea
0b0fca5574f2fa7d,2017-04-11 18:58:04.3083,6a1f96d2ebb874ba
7e33445a1c78f1b7,2017-04-11 22:59:06.2443,9bab914272e28ed2
fbaac69697d2b9f8,2017-04-11 23:14:49.0911,abf49e4bb4f31d31
b65f098aa4575188,2017-04-11 23:24:02.6554,e1151e2f44bc59bb
4b9a7343a08e3d05,2017-04-11 23:25:50.6334,de48df8043dfc8c8
97ddad0461ef4325,2017-04-11 23:49:43.5977,4231b7a1d3931e6d
416ab0601a785a57,2017-04-12 00:08:17.0393,3ecda1bb1aa99be5
f4150937b0114779,2017-04-12 00:43:43.9901,35fa153746289db0
e53f09b7a339cdee,2017-04-12 01:01:31.7702,fbfe100a839ae601
77756cceef4e23fa,2017-04-12 07:24:39.521,2d75b5aa7b3c080c
1acc1d99a94d3106,2017-04-12 07:42:18.9646,a1b2899e019b29ca
0eb369e82c8c3b84,2017-04-12 12:12:47.2843,91d321307039f917
c0cd8327c4c52e4d,2017-04-12 12:19:12.4222,7c1eaad0c49cacc6
b46baa57a7b335ed,2017-04-12 12:21:55.4659,b8c3cd4922e37806
81075855052bf3a6,2017-04-12 12:54:12.5797,dd5f71414f02094c
7667dd35a01c34ff,2017-04-12 13:17:58.1724,c07631fceea251a7
bbdde6951227425d,2017-04-12 13:37:48.0094,49c6e9dd86d59f31
6c51130ae4606ef1,2017-04-12 13:46:05.2484,6946f2a41d47abc3
776739ffce7fee71,2017-04-12 15:31:16.6888,3ea769e75c28bc26
4b30e7aa3efb3116,2017-04-12 19:57:37.568,7751570ff05518a5
c34d5e89dfc525be,2017-04-13 01:15:41.3674,54e067e9061d788f
6220e30d3618a9c8,2017-04-13 01:33:35.9168,816a65f8584c4cf2
4b8c1721039623de,2017-04-13 02:17:07.4203,b9396b64db70eb88
c9efeefce227c7f7,2017-04-13 03:00:58.0773,ed480d1317113d1a
00bffff3982aa520,2017-04-13 03:09:40.8174,2d0034912f2cb355
602ffe995b592650,2017-04-13 05:44:28.0391,0fc845da536da4df
7ee6ec642216267b,2017-04-13 08:00:00.9621,beb349be41dc147f
43565b4df5acd892,2017-04-13 08:32:29.3481,e68539495ae2ee4c
ab30b3ce4d2e4707,2017-04-13 08:48:19.0667,64f3f84add6ad73b
1a000b72a16d886f,2017-04-13 12:01:14.9826,e44d355d4884449b
2cf50b031374746a,2017-04-13 12:43:24.2841,e66d8c8d2271e5ac
3075f500ff42ae91,2017-04-13 13:06:57.6635,78d14087c44fa38c
0efeb5a4387f9fa6,2017-04-13 14:13:43.2042,9c790229afc1bd83
a5157aaea4148805,2017-04-13 14:22:13.5744,116cc02bbd5e9aea
60867f0402017ff1,2017-04-13 15:42:25.3449,bc6c70cb0d140a62
4c98fd43d1570435,2017-04-13 16:33:05.0594,362108263b6fc821
021bdb855d072d5b,2017-04-13 16:42:06.133,3d85786b415173a3
710dbe4e924f0766,2017-04-13 17:30:13.2123,34e7155674f5b240
1ec5ba9f15296249,2017-04-13 17:42:22.5048,158e6643053d34ef
3056c970909a261a,2017-04-13 18:39:31.2147,469e013dc8e38487
26563b018331f1b7,2017-04-13 18:48:36.0887,fafcd61a43fc3de5
c47798952ec5c2e5,2017-04-13 19:36:19.8242,a3b8ed337081ff06
b708be8518815c02,2017-04-13 19:39:11.8327,2638883e7c0b46da
7af78e14124fbd67,2017-04-13 19:43:26.4309,cced622aa8c73d57
9d362fc7f1a901bb,2017-04-13 20:13:02.4346,30389c08516293c9
c5e408fcf6877d2f,2017-04-14 00:48:20.2243,464d870062ebb653
4b1d14403859a899,2017-04-14 02:40:49.839,3c4e9fd6d507d49e
f7601850cdff5269,2017-04-14 02:49:18.8104,97a76c5ca20b0e89
4d80cfaa4b6eda64,2017-04-14 03:34:35.9322,6d168f6781e38b44
d8b5760baf69c774,2017-04-14 03:49:01.7644,9708b2838193adff
891dd000f9a93af9,2017-04-14 04:03:12.0665,64724c958f21225f
9fbe1879b6a9ce17,2017-04-14 05:36:30.625,e7294ad0e034f271
2ddc469965e43b7e,2017-04-14 06:02:59.8382,fc15b0ca184eb2cf
4f463356b7ddb291,2017-04-14 08:27:27.0739,5f29bc1b6a4e5b63
bc163b1631ecce7f,2017-04-14 08:34:03.493,7549510c66c4b3d4
c13643320e1a6099,2017-04-14 08:47:03.0391,9d62017e335f171b
88cfca702acfd1bb,2017-04-14 09:06:52.1923,42297bb24aa3da25
3bf8deb7fa3ea487,2017-04-14 09:54:51.5362,b73f5bc5b8c01d04
868d4bc3a04c81c9,2017-04-14 10:08:56.6042,fe3b45d75019e84b
961b0cbd7a37639f,2017-04-14 10:11:01.2173,e74c525696e8684f
05919f1317a68fd0,2017-04-14 11:55:17.365,65da59dac2594448
851fc1acb0769a8f,2017-04-14 12:16:15.6179,40e6b0567ec6c1e7
0d939c7088acb6d3,2017-04-14 12:52:10.2456,cf5722a008937fb2
0166ac2a4ebf9949,2017-04-14 13:04:56.1663,50249e2c7748423a
b4cdf0325e1f0b86,2017-04-14 14:03:26.5643,eaad20fee98ccfb9
1a3a5a11cd58a1d8,2017-04-14 14:24:34.3802,0c33f236c8792dde
f49ecfbdac22e47a,2017-04-14 15:11:54.0116,d888a9a6908d772c
c88bbd34048ed2f8,2017-04-14 15:25:48.2761,18545258245daa7b
580f983eae208113,2017-04-14 15:33:32.244,68a2eb9444596206
8a6f4dd113c803bf,2017-04-14 15:36:25.3664,0582236acc73cd1d
befd2539c82321f2,2017-04-14 15:57:10.5848,d9bcfee0daf5ce94
a594a742fa010c9e,2017-04-14 17:32:23.4799,d360f4e14101ef7e
526cd0fe9636cda2,2017-04-14 17:33:08.9123,6add019dc472dda8
7d7d725ed602facc,2017-04-14 17:52:52.2766,655fdc90c60c15b1
1ec97b59c2fb5747,2017-04-14 20:00:21.9863,3291b44681bc921b
efe4eb13dc3af1ef,2017-04-15 00:27:49.186,d20982795b0c3db9
7dd09c38f3cc8397,2017-04-15 02:30:16.0388,8b68552fc88e108c
6b55b1b48ac84ca5,2017-04-15 04:23:41.68,69cc93a353ee2f78
ff1dd43dd93fc270,2017-04-15 06:01:42.252,9f57fc151b925771
4f225525492556a4,2017-04-15 06:08:06.3429,641052232dc9a43d
c172fc623591a65e,2017-04-15 06:10:03.7724,21e5d83a7a2d9943
36450211a1deca83,2017-04-15 06:29:10.1921,a193d27d78038767
873b7e1ea3dad95e,2017-04-15 14:01:52.4558,01cc35aa336cc6b0
b7646c79b85583ef,2017-04-15 15:01:38.4444,88aed854f2963224
76b0edf6b5bf5978,2017-04-15 15:35:44.6402,ddba6c9eb6f6d32f
9d921f91b7ec5110,2017-04-16 00:44:55.7078,b460a73dc36f4783
92e66f3ca0a49818,2017-04-16 01:15:46.5362,1b9ae1b52421d5e5
bd5d1523b5911db8,2017-04-16 02:15:02.2215,e7e39699d92ec9a6
a76478e2f346a51f,2017-04-16 02:36:29.7831,4781b93874087394
c9c3b0036ff6e72f,2017-04-16 02:48:26.5168,dbccb784b0d775c5
86cf5f06658938a8,2017-04-16 02:57:38.9248,96f6409943892074
59029913482362ca,2017-04-16 03:15:26.4147,71fa24d9c8b3e5dc
b7708b163c8345ec,2017-04-16 03:51:01.09,946d35c8b09aecbf
f01fdb43cb762342,2017-04-16 04:00:30.2524,a90f1aa8f436caaa
4ca9c246fba5a762,2017-04-16 04:29:41.7571,11f707e86a640fa7
b5b1e9f04a448bc6,2017-04-16 04:41:45.9356,ffdf5e6a840a70f5
3186264195040385,2017-04-16 06:06:23.1615,eb5dcb0eaf83e6c9
27de7339328c53e1,2017-04-16 06:22:45.3216,4f53068d20dd6f11
9f00571cd35909e7,2017-04-16 06:23:56.3493,4b0e471a4155b5bc
d268c3a5caf821f5,2017-04-16 06:30:28.0482,3535a87d008bede1
4e3110d9ff39b186,2017-04-16 06:43:58.4141,cd6ed13ab06d2796
14315274301ce4e2,2017-04-16 06:50:04.2076,5c8059964bc43080
3e8b1fed2e6a4378,2017-04-16 07:01:41.693,ff53277d36159e54
2b2bcd2cffc33214,2017-04-16 08:41:05.2512,ec540027835ac82f
f4a2aacfa3acb044,2017-04-16 12:25:08.1907,f37db1ecf203c231
e5c97dd49ce581d8,2017-04-16 12:45:32.4412,5cbce6c4b243a345
60d09fc003e0af7b,2017-04-16 13:12:09.2677,808e39cabe0f2d8d
88795e14f3b05cf4,2017-04-16 13:56:04.0163,d0288b93cab1564f
4fc58995658ed009,2017-04-16 16:33:11.0363,eafa08541ce4d55a
7b52526cd324363a,2017-04-16 18:45:35.2675,0f4a8b03cd5dd8ee
d7e799acc3364aac,2017-04-16 19:02:02.3883,f1954c2a48f7a7b5
6e9f9783a730b3b5,2017-04-16 21:40:36.8752,d80d7df45039abe7
2336ea680bb4c552,2017-04-17 05:20:12.1579,e86dc8f579585db2
1fa2016de3a8e898,2017-04-17 12:02:54.2321,1018bdf3118970cc
e61ee6a2111f786c,2017-04-17 14:15:01.0909,2b2fb53d4e7f17fb
32361f32beadea49,2017-04-17 14:45:22.0408,75b83ac51fcfbd09
5804e60f2a6b053a,2017-04-17 14:55:42.7463,c9f1da2d9d5e0284
64fa50b1f1c6f0a5,2017-04-17 15:04:27.5882,b35b928d6cbdb10b
1146ee76c3989cc3,2017-04-17 16:14:06.1435,75ec4418b3245f7e
082532bffa17e1e4,2017-04-17 16:47:01.6029,a202092b002ed1da
7b734a73c0b3542e,2017-04-17 17:01:54.657,e5bef9ff4aca224e
6bce26a1437d09af,2017-04-17 17:11:26.0246,e30436d547bc5560
aab237608c892499,2017-04-17 17:16:04.467,f6bdcb9ec1de03b3
0c4023f6db80df8b,2017-04-17 17:39:00.9048,3b786140e1b05c9e
173a6084ce97d7f1,2017-04-17 18:40:49.9827,99d009407749a052
784bcf8e85759d1d,2017-04-17 18:54:24.4799,02ef2f933342e7b0
8c84547293eefa3b,2017-04-17 19:09:05.7017,dcfc8c8ce3f063bc
573a574fcd6085e6,2017-04-17 20:12:28.3411,95c0a4732af89a7f
6c6931009268794c,2017-04-17 20:16:00.4966,f91db25183f16afd
a34ca8bf79338ac4,2017-04-17 21:25:52.3491,365ee54bf7d8c5de
0bf4fa28817c63fe,2017-04-17 23:52:31.9067,caa48ea1e74ea3dc
19caabd42be2580f,2017-04-18 01:12:17.5202,19ddcab340ba12e3
eba2abc5a96376da,2017-04-18 02:41:08.2449,9763d7c13b6befb9
29745c99352958db,2017-04-18 02:48:49.013,abdd245db30c558a
28017951c5ce7690,2017-04-18 02:54:40.1319,4cea39c118bb1e7b
154dd29335d2c9f7,2017-04-18 11:30:29.3207,c0fba5072c337ad2
9fbac82ad94d7d86,2017-04-18 12:06:03.1921,50af73e2773194da
c88b7ec58f61e4af,2017-04-18 12:57:13.0682,d223b2ad3d6f9330
16bf9dba7dbb04da,2017-04-18 14:38:08.1343,97ca2c614b852a92
583187eeeed59c3f,2017-04-18 15:23:28.6602,57b86c18aad37eab
5055a2d7f3977cfc,2017-04-18 15:49:03.868,dba30a2537518abb
3d27a0232558c9ff,2017-04-18 16:18:17.135,3cdd0848eec35569
9b322f771bf56d32,2017-04-18 16:32:19.3383,8250dcf975e191fb
4df74d593ca7fe20,2017-04-18 16:48:18.4562,cb1c1f4c20e56b9d
8ceafb44b7127ba6,2017-04-18 17:23:07.3466,39a87ddeb83b4a99
8625c160442ec08d,2017-04-18 17:35:53.7932,028abcaf1c4d1331
63b21fe4946237b2,2017-04-18 17:58:10.5563,9bc7d78f155aca67
d75da01b93f17709,2017-04-18 17:59:14.2123,cc8c151605d1ab3e
