task_id,count
9d4bb61fb9f0037f,2
b68e8f8504032546,1
93052e1d0c7f5d05,1
21042a8c4224180c,1
915f9c6c6e893aa7,1
dffedec94978305e,1
50e81030a5d95a0c,1
f2ff21cae5d30e47,1
0171ebcaca5c7bf0,1
4fb57947a073cc2d,3
be5020d7629971b2,1
44e901864293500c,1
436aba7b9fd7be62,2
35a4ccad621b9b54,1
d6ab0babf72abf43,2
bdde322274e2dcc2,1
aa61a3d12b042a94,1
2248a0776d757c46,1
0a190ffc37e33a00,2
2b028b4b78232468,1
151238a7b919535e,1
b37a24b318c661b6,1
9ece880989be9ae8,3
397f41e1ad12aa25,1
cfbe33d2375517d9,1
862f6324b5886ab9,2
a9c0d9d995a210f1,1
204bdf99eb6ec6a4,1
a42bd5a767ad085b,1
9eb2589eb6dddf8a,1
a5f27463449b5eb4,3
559962e4d4a58bf3,1
cda923836433a5ca,1
818f1493ea0f0b13,1
e3a885a77a434c89,1
00aa349126801f4a,2
57664e1aee7f8428,1
d3c6d1770f820e8f,2
ba2eed9b9735e3c9,3
dffa8b8a7897df3f,1
7b4ae151596a1d00,1
76fe12810a499b9e,1
e2ea8b7991f81e2f,1
5cf39389718156c2,1
29f4dd99aa1da961,5
77666d01071c041c,1
d10dfdd1712550b4,2
11f707e86a640fa7,3
8dcd7d96b015638c,1
0b9bd73c6e00001d,1
a1c85c2b4fde0f9f,1
7d415f60bf6db2e1,1
576df4db6d20a1e7,1
73f5adff7b86015b,3
f3f6f7c81348ae9e,1
f4a6df61767c2ae7,1
1e9e71bff1b570b5,1
fe859525a5a5a351,2
3b9282948462b5d4,1
5d767042aeaf1b89,1
16d087df0bb21710,2
1af83c547fbab2a4,1
debbc2263ac38a3b,2
1f47e6b82fea361f,1
6131e4d96fe3b0a9,1
ec7881dd6b86c254,2
d79fc316f74f720b,1
cb95b45de69a7550,1
46ef687919e581eb,1
777a00d834de6b7d,1
c6edaa0657df0ede,1
95f718e096ae596b,1
70a5636514cd0bc5,1
6ba555e93a259ae4,1
e6879ed29880c18c,1
2227d8677684b903,1
fa86e9dd0a24bb9b,1
a150e61ddc3ad833,1
1c2f3add06c9a1a1,1
33e99f7bda96c007,1
bef57caf081f1258,1
f7b54bbc28bae3b8,1
c0f2283285e11165,2
267cff5f77eef2be,2
366b489f41ec38de,2
91fcc1375401fb2f,1
a59ec35ea8afbb49,2
f73e39f05884581b,2
985abd55e84dbefc,1
a0b923fc8787c959,1
168021cc004852b5,1
a92c52da01e185a9,1
1e431bf37a679812,1
1b09906455ca9710,1
86274c0b3a334654,2
f38ca22bd60b870b,1
3fa15f4a7667f4f7,2
0e4ca37f182032a0,4
373fc20c1cbfbc8a,1
5975c3924ff6b660,1
4f6af313afc39205,1
9406165430336978,1
f828c02bccf58760,1
0b4223ef44e81385,2
98c3fbbf6c2cdf30,1
ec48a01879422053,1
3c22d60ab0e39aff,1
4ce14b5502adbe6a,3
419a1355db7b38cc,1
80a99e855724a4fe,2
dcd49104c1449199,1
bc99565e04bdec69,2
4b39cb390b3d888e,1
075a054038262136,1
e8535f7fa069854f,1
59f33b7105961b68,1
7f46f081dd970ca8,1
92121c1ae604aa0e,1
fbdf13e1b01f9404,2
017995e207a8f9c7,1
0988ee05f20ce40b,1
ea5aea1eceb0cf86,3
55d85d1b487b5916,1
95439dfe603b53ff,1
de130ed32070de17,1
2152f1fa52455ad1,2
ab6c07a2abde7f4e,1
c73d47c50428a590,1
5c1841256b525dd0,1
718f068764ffdca9,1
882249e61ae00817,1
61cef508379274e1,1
752ec6a4387e3949,2
a29459bb442447cc,3
36d5cd82eba97b07,1
8a566b504b5d7541,2
b08b9a23dd97ea30,1
6d0c664f83fc10e4,1
33d7d7cb66d03acf,1
6875303ab5562788,1
8231d5a7b3b2e067,3
d335805fdfd9954f,1
7d759352c1bfee71,1
8a0046e123b08bb5,1
88aed854f2963224,1
6c64d4fa2b80b39b,1
093d44eaf86d75e9,1
668095942db0c98e,1
29d28573b1fbc00d,1
07e60e2ca614eae9,1
1ab16a94f756134d,1
22bf204b7bf20328,1
452b10d5ab7f9f04,1
4eacad07dfffd89f,1
fb7e32c0fa086aed,3
c23493d8913fe14c,2
a09b8deff4bf6f83,1
a1aa514040d630ca,1
7b7b86a19ac0f23a,1
2793b16d83117c41,1
aa2caf19caf26567,2
0ae41fb472c0e8cb,1
c60bca9cb611cb10,1
b8a395d2fe5ee97e,1
2bfd4d4a14fe9854,1
a670085c6a19933d,1
9387dd47e5808fd5,2
3cfddc2e914fa2fa,1
fd059aa493828816,1
51d939941e8f9a62,1
9d0807e505b4f64c,1
ee0bad5efa1c6c50,1
518b34ea539834a8,1
edad28ebe4c97582,1
83c0ecfb7dcc5fc0,1
d0ea97f0ede413aa,2
86201c3f0042e396,1
160a7c87d4655458,1
db40c385b10e5438,2
93ba1e3728c0e7ab,2
07b67dc13bfa2a3e,2
9bdbe7423ddc681c,2
58ba03cf2116b818,1
a129569df5682048,1
81c6c8b309a55084,2
1ae3a4302e70f78f,2
c906be74986c42b0,1
f31caa087fea96df,1
43a437e5682ed5ba,2
f792f2696913dc7a,1
ef4fb9b690e7857b,3
34f98024897bc933,2
b22df960504f0c0c,1
ff6b7ec95ddfd4cb,2
ce422ebbedfcbd5b,1
cf229d9b126f0936,5
51d6f3e3bcb6f51a,1
55835127a851e538,1
db775dd40491c7c6,1
0d58af14b993fd7c,3
8f7098266180db0e,1
77122e561d10c182,1
10740cbaf1ee15ed,1
1a4dcaa458bfc8ee,1
299f143a0d232c0e,1
756ffb3341e35f6c,1
5dcd086429c966b9,1
4fa746dba6112e70,2
b9c410ff311d74ff,1
9258113d707cfbcb,1
c85310d7a0abdcfb,1
f71fc519ceed0b4a,1
f835a239b88dfed7,1
3d77ba36c482c6ec,2
0d1a6dd7315ab4f8,2
89bb3ecce7ff39ce,1
a9b61bf04ab1b98f,1
c119fc8a1d4815f9,1
5dba13136125f400,3
d5abc0c56f2b2993,3
d61ba6e72ecf7d23,1
77e38aa9a5ec5c53,2
5c2951721e042809,2
7b3fdfafdc2bc23a,1
83780cee9b736357,1
7f110a005d30e345,1
d6bb4a76f56af776,1
a1e7b058c4cf403d,1
4277942cf39cec60,1
0840cbfe8b9b9dce,1
7b2d7e0e8fe3b1e9,1
3c9aaa99e77b3291,1
169970791f098f27,2
48aca526dc42d126,1
7c2b8cd57264decc,1
b5dd1ade3def121c,2
071510330dd1f67e,1
d445458cd29aff36,1
f32a4849f5a48207,1
6e73f295e80bc3bf,1
c550faba5b855baf,2
736c696d1ae105d6,1
f1fe8fdecf9ca5c1,1
910c55a1b4425c36,1
1611cd8ecabac366,1
7eb3c56925baebec,1
7a253eb6ce00aa07,2
39da2a7e494e77cf,1
03b9e534d9c6d028,2
fa217932eae3787c,1
0b7679cb2187e9e1,1
2ddb220ae44a214d,1
5f09461b049eb4a6,1
314b4dbde912ce4f,1
960e1be80202f3b1,1
ffe35032f52ace5c,1
b9050f4c97c18bea,2
9138b0cfa0540dcf,2
9d6f1132aaefa48e,1
19ae790e5e6937c6,3
196011039570ffd1,1
906f7d138db574ae,1
83484657e49ddea4,1
af60d5f691fd3398,1
604d0eb3622451df,1
e33cb90bc7766df3,1
df41025021c24de2,1
33d578d57c894a80,1
67f9522b1f5eaeab,2
22d32a26aeb07f60,2
fa4b4e5095f38cd2,2
28e06c03b08b1be7,2
e5eecb8d9c01df20,1
36982540508fb39d,1
8a60da5dfed3040c,1
a4ea667a5646307a,1
63a87aef178473ec,1
41db146c0bb415e2,1
fcd24ca9115b2937,1
d38750826064c6fc,1
ff5bc153cab687eb,1
d3a44141145c4163,1
dc5d266b905dc537,1
ba891c6199a90f39,2
49123c4d9be91d24,1
f45a128ec73b2a01,2
8bef95638a212c54,1
4678b72aac79ee11,1
7f0c2b415be7b5bc,3
1e7907fa31cd8500,1
bff4d62cbdca402f,1
21a7bc19928cd747,1
91fd616c91977523,3
8176f8cfe7a0ae04,1
3fa189a70c8369e6,1
5ff2f8b09cf90248,1
b89eb64deccf5716,1
daac5812fd63d4f7,1
45d5717f81a04110,1
865c39ea48f8b823,1
c3ba7cdfdf1734a1,2
d28efb662b0674fa,1
335ada6d8d7ca948,2
363d7658b27a5eeb,2
8b76326baac747af,2
341c72754d00ddc6,1
039c05f9d03d75b7,1
2837ec17252784c5,1
8e6c7eba3accb28c,2
e941bec49d26a217,2
e95a49ff3c788631,1
34a2b07aed4fec05,2
7ffe14f2eaa1b375,2
eb4f2977bf6e2218,3
c28df901f13bf76b,1
e22d2c0c500e8f3f,1
42d5110b949a2621,1
bf9a24e2c4997f63,1
16eff5420e2fadda,1
d7bd13bb060e1c30,2
c30c57a69aed162a,1
958f27ec58b409c8,1
105416e898d964a5,2
01a6d0ae7add71a5,3
7ef3a236d5b752ce,2
6ed5ca6137a19d30,1
96b092d0bd6dfd1c,1
e78f54430d972eb9,3
bfefb7bd0d882445,1
1622091a9e260cda,4
f0ec9be381262282,1
98506c26c96ceec2,1
9bcf8205bfa14cb6,1
2a67a017d19be19f,1
8e3ff36fcab2703d,1
9f16b204c57d5b4d,1
0857ed030a615a45,1
80de2df05f868bdb,1
5fb000b30d7395d1,1
1123f577c41fc527,1
1e33f8b237800be2,1
47d11c9d1a18d20a,1
77f53c759b8531db,2
4fe64c76c09c2538,1
adbda2c557c8f918,2
34a7361e053af569,1
95df7540bdac37c0,1
30b84f31ed5b3947,2
c0c241f67f4f45ca,1
a029dc656fa4f95f,1
1bbd10356daa0cc4,1
accc2fcb6544444b,1
a2602d7e90495490,1
7d6836064fa45d83,1
93d4db2c04d23361,5
d8fafcc202ed520b,2
1eb9a8d27b567179,1
ccac56ea2db84aa7,1
1df73d2b1d23a12a,3
201139d4158c836b,1
63c9a6137d4320b0,1
d46a1d8a863f7bce,1
b43ac4ce5258ac87,1
6a70f2eb18f1d069,1
23f5c4f7b580fb7b,1
e2818d0dbf717813,2
9b6e28ede8dd314b,1
fd7f01e332ab28e5,1
853796a3bd52ce16,1
63706ac3988fa1c4,1
87e740151c4c73a8,1
aa556ce3f6176b84,1
cecab8083301179b,1
c8ec52c7a5e8dc90,1
41beb5a4ea957701,1
6628df6eb3ea4739,2
a43da742c58de615,1
efa20876b781bf82,1
e34cb51cb6ecc217,1
d7da0406793beada,1
9eb662c5d98f7f43,2
2f9636d998fbb936,1
42dfa4f701a58ce1,1
a71b14df55d65e36,1
fade3c2a93cd8fdd,3
473ab7690f332144,2
c755cd30a12dd349,1
9f4dcfb05c2978a9,5
f791f4bdff6f6ae2,1
51b1e275d911b9f1,1
aa38fda54ed4c33c,1
f9939cc7726b3d9e,1
673b77d7b8bef0c3,1
642fd29bed9d50f1,1
f4a848dce2a63ece,1
f76d7900b0810451,3
5e630be4da9a62aa,2
39f586824410fd9c,1
bfb3ae214eb67774,1
62445e9def24ad84,1
aa0258ba5ca82646,1
a963b9fac60f88b5,3
c06d691135e5e4f6,2
b13d000ca6d326df,1
830e83ddf47356e4,2
0aa42b5157f6574f,1
22a0406b00adc3e7,1
9ab0848cda1ba5cd,1
055e56a673653687,3
726b72d142fcd6b0,1
172737887a84939a,1
d7a4386000033e08,1
1a9e35b66e00e92e,1
54bdf0227ba07f68,1
edd2b936158def83,3
037705212b433876,1
3cf451968c4286ec,1
7cf1a18d3ac8ba15,1
243f337d29cea5a7,2
96a82a54346d67c5,1
cdfe51f29a7cb12f,2
a1b48c500750c017,1
353effe23c619bf0,1
9801484c5fd94364,1
f7c092699492d1da,3
246a1a08caffecd6,1
bd2b90122b6d9913,1
6a621a0f92393ae6,1
4ad0f01c3f2333a0,1
05f25f9676f8754e,1
f2ed3080d97beb94,3
4bcffb0009b97f49,1
3707aa7aa5ed855b,2
ea197c9bf76c101c,1
e7dc2a90edfa4f60,1
092c1a4882aed5e7,1
6842495e60af9b39,3
1e1ff994b0e28f95,1
1e2ae793f2578ec8,1
c04ed64bb8aeb2b4,1
63d46f78ed6b7387,1
362b42901e035636,1
18fc2f72de1f0c45,1
d8c1a35feac9c85a,1
3d180dfce7bf7268,2
2222d9d18ff98198,1
4c199bb69ada6068,1
c1205c1961e0e841,1
51b8eba40c766bb8,1
9987d15be3410c5c,2
5b2cca3cfb22f5af,1
4d18dc4ea38937e5,1
730b0cf9d2f154ce,1
9cad78824d4c3450,3
a7f7d0ab92824e5f,1
6cc3ffaf10f3e49c,3
44c93f4696a7c1fe,3
587ae9304eca2463,3
307d4b8433a21cf1,1
09e0e8f335034ddc,1
9fdd34abde315107,1
6102f086deb74188,1
15ee2bec2f38c8b9,1
c4ef821b6821de14,1
1f860d4de16bab32,1
d888a9a6908d772c,3
48337294c1e34463,1
ecc3a7b0b18dfa68,1
35950f165c78ed0f,1
808080c7a4be1404,1
b74c4b03249ae45b,1
a90ef27ac54d338a,1
6e56dbcb05de67cf,2
6962b708256df1f2,1
2fd1d5005f0fa49a,1
5d44f6ca5d84fcf4,1
ca0c2454d88f941b,1
ce2636b985f640f2,3
1de72815748948bd,2
4dff53cc904c761b,2
48a5d0edeb405fb2,1
5a30a32dc5141d44,1
049a16aeb1acb130,1
8403544934d7912d,1
f6eca7dc3cf8765d,1
fc0f0028fa2a9551,1
7949f8b155db31d0,1
06a27249279e143a,2
e65abf5852a47415,1
699afbe67fc145bc,1
fa80e2225a6abf42,1
eeb67f5d8e1fae5a,3
1bf982270629011c,1
0a4278d2274a454f,1
5e18a2fad918dd6a,1
59b776c9cef72434,5
702c3de3f73f6f0f,1
aeeda52f16b5deeb,1
f2b41b5e562122d0,1
0432f8eda6abbe71,2
1c031b7c79763339,1
091f8b4793b83fd8,3
4a69c33cb15ee63e,1
0d27f285e36c4d7c,1
67ff33241bb0c6b4,2
c4f37939e955677d,1
187652b5ea92717d,1
b2a2f490d582873a,2
35e85b229aaac47c,1
ab17a21b619fceea,1
88937d7c162329ff,1
1f79e8e19db4cb62,2
78bf097118d31de5,3
081b99ff2f956651,2
e3449eee5c3e935d,3
502efb58a6914f75,4
af096ffabbbcfdc8,1
747fc93a7f21f4eb,2
61ecc13945fdfcb2,1
259e937b622a0d67,1
a746ebe66b734f4d,1
457169a0948a264c,3
50cb0ac57036d11c,3
f2306e8b0f52011b,1
78ea2a3a44f4c0e3,1
7872c6abf0510874,1
bdd2bff6ee5b62c5,1
844887a307c8b1b9,1
7ebeec42db088b96,1
d5130f65da897730,1
f4d7b55871492b2e,1
f58e7f0b201eac91,2
73cb307162b96459,1
eaad20fee98ccfb9,1
11731953e05be610,1
29c3af34f9b5ac20,2
db932426e8f6e0c3,1
ae16acb6bd63ea2f,1
ba36f76cc667add7,2
99370e45018515d0,1
5e79b09a73ad2f51,1
8a9eb33fff87b975,1
156ee12afb30c049,1
1a5fc0e9d43a8c4b,2
0969daa4624a33fd,1
b02a4f358139c1a6,1
3c59d713b24de310,1
5b96f465e03c9c91,1
7e2fc49a2eb0d18e,2
81ab90ce8172e522,1
1470711ad2cf1551,1
3e27ad4f67e5d526,1
3371044ffb6f0f10,1
36e532f192c0c8c9,1
448d96de449246d3,1
f28ba95f81747cfa,1
7be1f6e4984260a3,5
b707d19cd12b85e8,3
1d4eaa9b693f063a,1
dceb0171dded417e,1
1a1b545bf05f1274,3
0a2fbe9bec59f5ea,1
f82b9881382bf6a6,1
96f5a2df609492c7,2
956c864a6caf3b33,1
38554e9d771e0e19,2
63e02e6dfb472c41,2
a9e66d45a89f2316,1
8aff4eae9ec42c2e,3
1f14fd8359f15097,1
cd51cfb2f25c246b,1
a4311e3a48feaffc,1
ca2137a68d0ed9c7,1
86af990dcaa68534,1
ca8373c3f7c0cf71,1
1c75b4fc18912a7c,2
ae0243e5c0bcd094,1
dfbfc40fb4a3e174,1
faed72015f4a9291,1
89def5409e98fdae,1
c685242cb197dda3,1
2452cb7c9aeb1b3c,3
3509600c47b103d4,2
2f362b14440fc1f1,1
ed9bdd1798e0326d,1
c745d57f1ec0e4b7,1
6cde9065e0ce2895,2
79121e7509cfc45d,1
ec6ebf5e5724bf2c,3
cc68b01866910515,2
321e99b0b12e3181,1
5495ddc02b2b244d,1
e4a2f47de9f7c590,2
14b8e7a589052861,3
bc6c70cb0d140a62,2
03d2e302903b472c,2
c4bd4c71db827f87,1
3499f4f590c7ecfe,1
39a30fb24c08a8e2,2
26244c86512b0f44,1
9a2cf9cd8235ab56,2
595afb87fd466edf,1
97f2d816abb8167b,1
da27549dac0d2749,1
033c20c7968ba3af,1
0f82e960fc6ad7c4,2
f73d985a97e127f9,1
a0996b0de51f9224,1
1e0ba72d980fb83a,1
9898b77fbf35a6e9,1
34a3df09cda5659f,3
5309a7fcd9956342,1
4516c8be67174c56,1
c22a95de9dea41f1,3
505d0d541229e10b,1
3bd5149d669c4b69,1
470671d8a277e2b9,1
a36b8e67eb3fc039,1
7fff1e3fb68a748a,2
aae068ec7578604d,1
42806d03cb10a246,2
54585b2acbecc3dd,2
37e8015c0c8494c4,1
7be96a890bbbcfc4,1
118a044e62568ac4,1
abee86ccbadc2d94,1
c9089060b70d7d7b,1
e80666b51d956e10,1
3e62f1a209923556,1
2b713f66df73e308,1
bdfe0916d89a047f,3
f67c4f6515679652,1
eba6c580ff7a141e,1
8fe389943d875f82,1
a1a44ee3b8c6e9a5,1
a976a232970a7595,3
0c5e9b4adc4a096a,1
d0f1c04cf227ca8b,2
f7e08333c60efa10,1
cb7fa958abc87337,1
a06624c83b79186f,1
5e001e58b8a9de5d,1
3b9ac4cf4cd20535,1
b9bc108e7bca18f1,1
424fe946254510aa,1
e637bc7a5fdcc2fc,1
8471d71a09d779d3,1
fbf29d165cbc1c22,1
ae3275859b246e86,1
bfd4364277996e7c,3
934cc6984df114ce,1
dfc4039f24622e34,2
5a3e557a4c72cdb4,1
bb2cebc8e5f0beb7,1
c43ed5dd45eaff6f,1
10a51cb650cff63c,1
edbac66e32312ddd,1
00610d9c35c31e0a,1
55c523a283c6ba50,3
534caaa7b9b4832e,1
363eded773c32c07,1
15a6029f48e3c91e,1
3752716e5ce9001c,1
eab2d1df099c76f9,2
2194e96323fd7f2d,1
3f430fce6e9c1331,1
22a6908784ea2e66,1
8d99579df0e5064b,1
b74c467f94ae4e51,1
6c7f9b4200956c0d,1
354fdbf1f2908f2a,3
014b12adb0f8c831,1
b8ca5f12c8cd6de2,3
042d5c24d70a47ca,1
4fe57b3128158a0e,2
509ca27d9d2f21c2,1
6f47780083bb767f,1
950678d581a742bb,1
bc2d8f10d2b4dc10,2
ccda4664fa7452aa,1
7ea6f0e58b8dcc85,3
e4938f8ba659abdc,1
bd8e83e270615683,1
21e5d83a7a2d9943,3
6dcfa2a3cc7d4368,1
39f52ade6c1a3147,1
a7c2fb312f9dec82,1
0c096fafa4566d09,1
eaacf3441c6743ba,1
c9d32e4e62475466,2
dc95c3e1d6859a90,1
b13448517ca6026b,1
3638242b854c9490,1
6c254ff4fe6a7833,1
63f3a70bb5d37b46,2
a49ea3c904858b53,1
ae3ad2e507c0b8c3,3
c65763fc2869f072,1
e4983d08287e81e9,1
c3b384286c36c760,1
d1d5c1a08411bc43,3
712f1e2dbbf64a1d,3
a1887c217116f59c,1
317672768a8f964b,1
1f23f2e501860337,1
bff33de8d469ed0a,1
06dd32702f65f373,1
10a967c079a512a8,1
07836e47a8d04a4b,1
27d3fe16442c2733,2
f9eb73e1da7c367d,3
d7f8179328249a9e,1
bb6436a122533aaa,3
4413f53558518f25,1
56d33230b8194b60,1
8eafc871298450a1,1
35a789497dcc9c42,1
c47a9937efc91a12,2
97dea30c2d2543cc,2
52ce5da27fa8d8da,1
2100d379c9df0b84,1
22f72e7dd7d33f89,2
e650e886329dbbc2,1
e3721c629701783e,1
d5e17f7e7028d30b,1
aed76ac453b20f7a,1
2a6fefc43ccc59e0,2
64bdee5797afc0a5,1
cc5c984c4524c96d,1
2ed142294da34fe0,1
c8b1eceb9a9c7847,1
94c7701487c9a24f,1
47292c98f1358e01,2
2c482df14ce99b1d,1
04736c34d049c735,1
913d7b60e63fed73,3
9a9bb797960e1d6e,4
0edc8df70c061879,1
85a9056e9bdb7b45,2
fc0caa0159b693df,1
c2901af54fdd9403,1
436c068c21242338,1
6cf6766d2ee0822f,1
a27dc48d09235c33,1
a184471c76042e6a,1
e1a3c3a3ab6ab15f,1
645f563d8acecfd2,1
74876f69061a9df7,1
7a8400fac8754fad,1
e62cbd1abdce7384,3
b6619417adbfb04c,1
cb40476317084dd2,1
b9fa6fa93a2dcc3e,3
40673eca481f3af0,2
f8de2149d5ef791a,2
fe41eb876b82e88d,2
a599123b5443fee6,1
d5be0140ae15a035,1
4a93d65945d6192d,1
c07631fceea251a7,1
17e9d4d4a92e0863,2
d9688deb1f87f3cd,2
d12c91eaeb3552ec,1
db39c94a8d08d98d,1
f21d1c567f0cca26,1
e429f99967e68ead,1
829f3198b00440dd,1
640fbaf7489bc23d,1
cf7449052882bd92,1
116cc02bbd5e9aea,3
96657c77606be3cf,1
ca9cec9ede39a732,1
7a85d618c159e022,1
7e9d92c0b11a12b0,1
7716a17c3951e06f,1
5928809da17e4b84,1
7691d8ad9fb3973f,1
769781d2f9567daf,1
a7123b3cc919694d,1
e4c98592cba87046,1
c90d312756192040,1
bb81677b4044de07,5
4fe27570cf5f7983,1
e48c6dc7b157ed11,1
4a60cac75d160656,2
d83d7360d041238c,2
dfc61d4a325892f4,1
2f1624e957781b56,1
457eca0dc03d1d6a,1
598bb07b12d8ab7b,4
66599c9f5ca14506,1
11d2943c59150b36,1
cc1ee01653cc9e4d,1
8216dfe2629e560f,1
56f8f756bcb7ee17,1
14377ecdfc4301cd,1
59a71077fe3fa823,3
ea8c5cdc7a5ffb77,1
e84d0d093aada610,2
aefa1f75e050c8a3,1
a7a10e6b4ad70ea8,1
e9779387614a341c,1
f414a1050c64f503,1
5e4e1ca78e6c5661,1
c458d1f4e9744b82,3
45c235389b9ac259,2
7cb10d6343aa26e5,1
c37aaf695b5100b7,1
224908d78af4513c,2
94ecf529b85d036b,1
bd7128f6843b0056,1
4d4a9efe7942bdea,1
bf9e9c5b2358465d,1
34f3dbbc2b244d8f,1
cc602ef11c98a743,1
bcb91107f8150ec6,3
90b1ee345ac60e8b,1
4f75b11bb88b2557,1
03570dff69767aa3,2
3758452621ef7430,2
2db7d3df9780fcf2,1
1d03022f18c85e56,2
2e992f92a2127916,3
456868bac4363bc7,1
97233803c485798d,1
bfe26f0bb78c37b6,1
ebe8039d190c510b,2
964a032c7c418caa,1
c06d6f8460531df8,1
0697a0cc6a0040f6,1
4781b93874087394,1
e51a77404eb9c1e7,1
aba3700903e0267e,1
6c8c7cdae7dcacda,1
9d9958163a5a5af0,2
621f9835dc04e08b,1
e9673b11501682fd,1
3b0744c8855f0d83,1
51d4725d56d518f0,1
a6c4a4de04944b96,1
783c1079d54cf6f7,1
a8b285436f1b3845,1
ca4011a1c6aa905a,1
29a97202a891e798,2
2b15ccf0e5b8aef0,1
98ba4664b5f51b17,1
eca07174ab666a53,1
6147730d0c642a42,1
a05e517760dd3a60,2
5e9baba9d904eb77,1
da7ec68ec7a9ddb6,1
5b655bf92151b8f7,1
6c4ae75609d14688,1
f53f4b6e47341e86,1
f7d04cc3bce36968,3
ed852145ba524665,1
da1f4bed8d335db0,1
31d60cf19d0d0739,2
e793ac914e734594,3
8b9db53c96414247,1
c69c6302617082c7,1
8158ee4e92417d0d,1
73c9367067f612d8,1
87888ed3589f0b21,1
d3c38292141db698,2
5eedb876ddb29cad,1
3da51089ea5fdd21,1
2277fe141a5c0479,1
45366294cafbab31,1
11d75f0bd5255d2b,1
8446dd95562cf065,1
64dbd636af16cd02,2
bb24224e44828150,1
7eca88795d7a214c,1
ef755eef6965e48d,2
814e53283d24bc7e,1
d66fab6770172bc2,1
16b018f8549dc471,3
df1d822a5de72e65,3
101c39624b8b9f39,1
78467d905090b9b8,1
7e7aa0bbcc4f19d4,1
1bacbefc7ae65d5b,2
3558087d26c1a379,1
a3caba238258649a,2
e635501fabf9bbfa,1
637270265379fff9,1
d847aa98c25b9eeb,1
40558ed4f1d18a1e,1
87623aba91b48fcc,1
876c747a1c9660bf,1
a4a8618c1fdfff85,1
1dab7da4de20bc40,3
0a0eb9fbf828e2a4,1
5777375ce9d7831e,1
c080d0f0357b3f3b,1
b9ee5cd44cb2be0c,1
2b6ec4c5b7fd1738,2
56e2ee8e0d0c4f27,1
7b4dc1b6589d3c3c,3
1597fa6b25943f1e,1
4c2e12535ad40f3e,2
9cf0324d76f97c96,1
65f989f819367120,2
97e25cf07220bd18,2
cd773b4112382747,2
a8f1def1c4dda968,3
9939575204ad51ce,1
dbe2651c50f04e6a,1
44c0b83fad9c105a,1
e7d65927277cbd97,1
04744115dccbbafe,3
2ece81b3b02c042f,1
92b24bb2fa939e51,1
63da47dbbb0fa0eb,2
993fd64ed02871da,1
48ae30267d62c555,1
bbd73cccaa9f0db7,1
a53e00a353a0c60b,1
532cb7079bcd31e6,1
d2aad179955d13a4,1
19e3fa790b2ec927,1
27469f898374cf6d,2
